id,required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills,degree_encoded,skill_match_ratio,candidate_coverage,required_skill_count,skills_text
FIT0501,"Django, GCP, GraphQL, Java, Kubernetes, Python, R, React","Azure, ETL, Excel, Flask, GCP, Java, Kubernetes, SQL, Scikit-learn, TypeScript",Masters,0.8,3.0,0,0.534,"Django, GraphQL, Python, R, React",1.0,0.375,0.3,8.0,"Django, GCP, GraphQL, Java, Kubernetes, Python, R, React Azure, ETL, Excel, Flask, GCP, Java, Kubernetes, SQL, Scikit-learn, TypeScript"
FIT0502,"Django, Java, Kubernetes, Pandas, REST, SQL, Spark, TensorFlow","CI/CD, Flask, Hadoop, Java, NumPy, SQL",,3.5,2.0,0,0.47,"Django, Kubernetes, Pandas, REST, Spark, TensorFlow",0.0,0.25,0.3333333333333333,8.0,"Django, Java, Kubernetes, Pandas, REST, SQL, Spark, TensorFlow CI/CD, Flask, Hadoop, Java, NumPy, SQL"
FIT0503,"Azure, Django, Excel, Python, React","Docker, Java, JavaScript, Linux, Pandas, Tableau",Bachelors,3.0,0.0,0,0.24,"Azure, Django, Excel, Python, React",0.0,0.0,0.0,5.0,"Azure, Django, Excel, Python, React Docker, Java, JavaScript, Linux, Pandas, Tableau"
FIT0504,"Airflow, Docker, Git, GraphQL, R","AWS, CI/CD, Django, Git, JavaScript, PyTorch, Python, R",Bachelors,6.3,2.0,0,0.539,"Airflow, Docker, GraphQL",0.0,0.4,0.25,5.0,"Airflow, Docker, Git, GraphQL, R AWS, CI/CD, Django, Git, JavaScript, PyTorch, Python, R"
FIT0505,"CI/CD, Django, Kubernetes, NumPy, PyTorch, Python","AWS, Git, Hadoop, Java, Kubernetes, Node.js, REST, TensorFlow",Bachelors,4.5,1.0,0,0.385,"CI/CD, Django, NumPy, PyTorch, Python",0.0,0.16666666666666666,0.125,6.0,"CI/CD, Django, Kubernetes, NumPy, PyTorch, Python AWS, Git, Hadoop, Java, Kubernetes, Node.js, REST, TensorFlow"
FIT0506,"AWS, Azure, Docker, Hadoop, Power BI, PyTorch, REST, TypeScript","AWS, Power BI, Python, TypeScript",Bachelors,3.8,3.0,1,0.564,"Azure, Docker, Hadoop, PyTorch, REST",0.0,0.375,0.75,8.0,"AWS, Azure, Docker, Hadoop, Power BI, PyTorch, REST, TypeScript AWS, Power BI, Python, TypeScript"
FIT0507,"Airflow, CI/CD, Node.js, Power BI, PyTorch, Scikit-learn, Spark","Azure, Excel, Java, JavaScript, Python, REST, TensorFlow",Bachelors,0.8,0.0,0,0.174,"Airflow, CI/CD, Node.js, Power BI, PyTorch, Scikit-learn, Spark",0.0,0.0,0.0,7.0,"Airflow, CI/CD, Node.js, Power BI, PyTorch, Scikit-learn, Spark Azure, Excel, Java, JavaScript, Python, REST, TensorFlow"
FIT0508,"Azure, Flask, Git, Power BI, R","AWS, Azure, Excel, GraphQL, NumPy, Pandas, Power BI, Tableau, TensorFlow",PhD,5.5,2.0,1,0.575,"Flask, Git, R",2.0,0.4,0.2222222222222222,5.0,"Azure, Flask, Git, Power BI, R AWS, Azure, Excel, GraphQL, NumPy, Pandas, Power BI, Tableau, TensorFlow"
fit0510,"ci/cd, docker, etl, graphql, kubernetes, power bi, r","django, gcp, graphql, node.js, tableau",no degree,6.6,1.0,1,0.448,"ci/cd, docker, etl, kubernetes, power bi, r",0.0,0.14285714285714285,0.2,7.0,"ci/cd, docker, etl, graphql, kubernetes, power bi, r django, gcp, graphql, node.js, tableau"
FIT0511,"Airflow, Django, Hadoop, Kubernetes, Linux, PyTorch, REST, Scikit-learn","Airflow, Flask, GCP, Git, Kubernetes, R, React",Bachelors,3.2,2.0,0,0.446,"Django, Hadoop, Linux, PyTorch, REST, Scikit-learn",0.0,0.25,0.2857142857142857,8.0,"Airflow, Django, Hadoop, Kubernetes, Linux, PyTorch, REST, Scikit-learn Airflow, Flask, GCP, Git, Kubernetes, R, React"
FIT0512,"Azure, Flask, Hadoop, Power BI, Python, Scikit-learn","Hadoop, JavaScript, Node.js, Python, TensorFlow",Bachelors,0.7,2.0,0,0.371,"Azure, Flask, Power BI, Scikit-learn",0.0,0.3333333333333333,0.4,6.0,"Azure, Flask, Hadoop, Power BI, Python, Scikit-learn Hadoop, JavaScript, Node.js, Python, TensorFlow"
FIT0513,"Airflow, Django, Java, REST, React, TensorFlow","Git, Hadoop, NumPy, Pandas, Power BI, PyTorch, Python, REST, Tableau",Masters,3.3,1.0,0,0.409,"Airflow, Django, Java, React, TensorFlow",1.0,0.16666666666666666,0.1111111111111111,6.0,"Airflow, Django, Java, REST, React, TensorFlow Git, Hadoop, NumPy, Pandas, Power BI, PyTorch, Python, REST, Tableau"
FIT0514,"CI/CD, Java, Kubernetes, NumPy, PyTorch, Tableau","ETL, GCP, Git, Hadoop, Python, SQL",Bachelors,3.2,0.0,0,0.246,"CI/CD, Java, Kubernetes, NumPy, PyTorch, Tableau",0.0,0.0,0.0,6.0,"CI/CD, Java, Kubernetes, NumPy, PyTorch, Tableau ETL, GCP, Git, Hadoop, Python, SQL"
FIT0515,"Airflow, Azure, JavaScript, Linux, Power BI, R, Tableau","AWS, Django, Docker, ETL, NumPy, Spark, Tableau",Bachelors,2.7,1.0,0,0.331,"Airflow, Azure, JavaScript, Linux, Power BI, R",0.0,0.14285714285714285,0.14285714285714285,7.0,"Airflow, Azure, JavaScript, Linux, Power BI, R, Tableau AWS, Django, Docker, ETL, NumPy, Spark, Tableau"
FIT0516,"AWS, CI/CD, Docker, GraphQL, NumPy, Python","Airflow, Git, JavaScript, Kubernetes, NumPy, R, TypeScript",PhD,4.7,1.0,0,0.451,"AWS, CI/CD, Docker, GraphQL, Python",2.0,0.16666666666666666,0.14285714285714285,6.0,"AWS, CI/CD, Docker, GraphQL, NumPy, Python Airflow, Git, JavaScript, Kubernetes, NumPy, R, TypeScript"
FIT0517,"Airflow, Azure, Docker, Flask, Kubernetes, Tableau","AWS, GraphQL, JavaScript, Node.js, NumPy, Power BI, SQL, Spark, TypeScript",Bachelors,3.3,0.0,0,0.249,"Airflow, Azure, Docker, Flask, Kubernetes, Tableau",0.0,0.0,0.0,6.0,"Airflow, Azure, Docker, Flask, Kubernetes, Tableau AWS, GraphQL, JavaScript, Node.js, NumPy, Power BI, SQL, Spark, TypeScript"
FIT0518,"Django, Flask, Java, Linux, R, Spark, TypeScript","Django, Excel, GraphQL, REST, TensorFlow",PhD,1.6,1.0,0,0.358,"Flask, Java, Linux, R, Spark, TypeScript",2.0,0.14285714285714285,0.2,7.0,"Django, Flask, Java, Linux, R, Spark, TypeScript Django, Excel, GraphQL, REST, TensorFlow"
FIT0519,"AWS, CI/CD, ETL, Node.js, Pandas, R, TypeScript","Azure, Django, Linux, Power BI, PyTorch, Python, Scikit-learn, Spark, TensorFlow",Bachelors,3.7,0.0,0,0.261,"AWS, CI/CD, ETL, Node.js, Pandas, R, TypeScript",0.0,0.0,0.0,7.0,"AWS, CI/CD, ETL, Node.js, Pandas, R, TypeScript Azure, Django, Linux, Power BI, PyTorch, Python, Scikit-learn, Spark, TensorFlow"
FIT0520,"CI/CD, Flask, GraphQL, Kubernetes, Linux, SQL","Airflow, Azure, Docker, GCP, Git, Python, REST, SQL",Bachelors,6.6,1.0,1,0.448,"CI/CD, Flask, GraphQL, Kubernetes, Linux",0.0,0.16666666666666666,0.125,6.0,"CI/CD, Flask, GraphQL, Kubernetes, Linux, SQL Airflow, Azure, Docker, GCP, Git, Python, REST, SQL"
FIT0521,"Airflow, Git, Node.js, Power BI, R, Spark","AWS, Airflow, Node.js, TensorFlow",Masters,3.0,2.0,1,0.5,"Git, Power BI, R, Spark",1.0,0.3333333333333333,0.5,6.0,"Airflow, Git, Node.js, Power BI, R, Spark AWS, Airflow, Node.js, TensorFlow"
FIT0522,"Azure, Django, ETL, Excel, Java, Power BI, TypeScript","Azure, GraphQL, Kubernetes, R, Spark",PhD,2.9,1.0,0,0.397,"Django, ETL, Excel, Java, Power BI, TypeScript",2.0,0.14285714285714285,0.2,7.0,"Azure, Django, ETL, Excel, Java, Power BI, TypeScript Azure, GraphQL, Kubernetes, R, Spark"
FIT0523,"AWS, Azure, Django, Git, Kubernetes, NumPy, R, TensorFlow","Azure, CI/CD, Docker, ETL, Git, Node.js, PyTorch, Scikit-learn, TypeScript",Bachelors,4.7,2.0,1,0.491,,0.0,0.25,0.2222222222222222,8.0,"AWS, Azure, Django, Git, Kubernetes, NumPy, R, TensorFlow Azure, CI/CD, Docker, ETL, Git, Node.js, PyTorch, Scikit-learn, TypeScript"
FIT0525,"Docker, ETL, GraphQL, Hadoop, Kubernetes, R, SQL","Azure, Docker, ETL, JavaScript, Kubernetes, NumPy, Power BI, REST, Spark",PhD,4.3,3.0,1,0.639,"GraphQL, Hadoop, R, SQL",2.0,0.42857142857142855,0.3333333333333333,7.0,"Docker, ETL, GraphQL, Hadoop, Kubernetes, R, SQL Azure, Docker, ETL, JavaScript, Kubernetes, NumPy, Power BI, REST, Spark"
FIT0526,"AWS, CI/CD, JavaScript, Linux, Pandas, Power BI, Scikit-learn","Azure, Java, React, TensorFlow",Bachelors,0.1,0.0,1,0.153,"AWS, CI/CD, JavaScript, Linux, Pandas, Power BI, Scikit-learn",0.0,0.0,0.0,7.0,"AWS, CI/CD, JavaScript, Linux, Pandas, Power BI, Scikit-learn Azure, Java, React, TensorFlow"
FIT0527,"AWS, Django, GraphQL, JavaScript, Kubernetes, Pandas, Python, TensorFlow","GCP, Git, GraphQL, Scikit-learn, TypeScript",Bachelors,5.4,1.0,1,0.412,"AWS, Django, JavaScript, Kubernetes, Pandas, Python, TensorFlow",0.0,0.125,0.2,8.0,"AWS, Django, GraphQL, JavaScript, Kubernetes, Pandas, Python, TensorFlow GCP, Git, GraphQL, Scikit-learn, TypeScript"
FIT0528,"Excel, Linux, Node.js, R, TypeScript","ETL, Kubernetes, NumPy, Scikit-learn, TensorFlow",Bachelors,4.9,0.0,0,0.297,"Excel, Linux, Node.js, R, TypeScript",0.0,0.0,0.0,5.0,"Excel, Linux, Node.js, R, TypeScript ETL, Kubernetes, NumPy, Scikit-learn, TensorFlow"
FIT0530,"ETL, Flask, Java, Kubernetes, Power BI, PyTorch","GCP, Kubernetes, Linux, Node.js, Pandas",Masters,0.6,1.0,0,0.328,"ETL, Flask, Java, Power BI, PyTorch",1.0,0.16666666666666666,0.2,6.0,"ETL, Flask, Java, Kubernetes, Power BI, PyTorch GCP, Kubernetes, Linux, Node.js, Pandas"
FIT0531,"Airflow, Flask, GCP, Hadoop, SQL, Scikit-learn, Spark","CI/CD, Docker, ETL, GraphQL, NumPy, Pandas, R, Scikit-learn, TypeScript",Masters,3.0,1.0,1,0.4,"Airflow, Flask, GCP, Hadoop, SQL, Spark",1.0,0.14285714285714285,0.1111111111111111,7.0,"Airflow, Flask, GCP, Hadoop, SQL, Scikit-learn, Spark CI/CD, Docker, ETL, GraphQL, NumPy, Pandas, R, Scikit-learn, TypeScript"
FIT0532,"AWS, CI/CD, Flask, Kubernetes, React, TypeScript","Django, ETL, Excel, NumPy, Pandas, Python, Tableau",Masters,5.0,0.0,0,0.36,"AWS, CI/CD, Flask, Kubernetes, React, TypeScript",1.0,0.0,0.0,6.0,"AWS, CI/CD, Flask, Kubernetes, React, TypeScript Django, ETL, Excel, NumPy, Pandas, Python, Tableau"
FIT0533,"Django, GCP, GraphQL, Java, Tableau","Docker, ETL, Linux, Power BI, R, Scikit-learn, Spark",Bachelors,4.1,0.0,0,0.273,"Django, GCP, GraphQL, Java, Tableau",0.0,0.0,0.0,5.0,"Django, GCP, GraphQL, Java, Tableau Docker, ETL, Linux, Power BI, R, Scikit-learn, Spark"
FIT0534,"Flask, GCP, JavaScript, React, SQL, Tableau","GraphQL, Java, Kubernetes, NumPy, REST, Spark, TensorFlow, TypeScript",Bachelors,0.4,0.0,0,0.162,"Flask, GCP, JavaScript, React, SQL, Tableau",0.0,0.0,0.0,6.0,"Flask, GCP, JavaScript, React, SQL, Tableau GraphQL, Java, Kubernetes, NumPy, REST, Spark, TensorFlow, TypeScript"
FIT0535,"Docker, Excel, Power BI, REST, React","Azure, Django, Excel, Kubernetes, NumPy, Pandas, PyTorch, Python",Bachelors,5.9,1.0,1,0.427,"Docker, Power BI, REST, React",0.0,0.2,0.125,5.0,"Docker, Excel, Power BI, REST, React Azure, Django, Excel, Kubernetes, NumPy, Pandas, PyTorch, Python"
FIT0536,"AWS, Excel, Flask, Kubernetes, Linux, Pandas, PyTorch, React","Django, Hadoop, Node.js, SQL, Scikit-learn",Masters,2.1,0.0,0,0.273,"AWS, Excel, Flask, Kubernetes, Linux, Pandas, PyTorch, React",1.0,0.0,0.0,8.0,"AWS, Excel, Flask, Kubernetes, Linux, Pandas, PyTorch, React Django, Hadoop, Node.js, SQL, Scikit-learn"
FIT0538,"Git, NumPy, R, Spark, Tableau, TypeScript","GCP, Java, Kubernetes, React, Scikit-learn",Bachelors,0.8,0.0,0,0.174,"Git, NumPy, R, Spark, Tableau, TypeScript",0.0,0.0,0.0,6.0,"Git, NumPy, R, Spark, Tableau, TypeScript GCP, Java, Kubernetes, React, Scikit-learn"
FIT0539,"Docker, GraphQL, JavaScript, Pandas, React, Spark, Tableau, TensorFlow","CI/CD, Excel, GraphQL, React, Tableau, TensorFlow",Bachelors,2.3,4.0,0,0.619,"Docker, JavaScript, Pandas, Spark",0.0,0.5,0.6666666666666666,8.0,"Docker, GraphQL, JavaScript, Pandas, React, Spark, Tableau, TensorFlow CI/CD, Excel, GraphQL, React, Tableau, TensorFlow"
FIT0540,"JavaScript, Pandas, PyTorch, SQL, Tableau, TensorFlow","Airflow, CI/CD, Django, GCP, Kubernetes, NumPy, Pandas, Python",Bachelors,2.4,1.0,0,0.322,"JavaScript, PyTorch, SQL, Tableau, TensorFlow",0.0,0.16666666666666666,0.125,6.0,"JavaScript, Pandas, PyTorch, SQL, Tableau, TensorFlow Airflow, CI/CD, Django, GCP, Kubernetes, NumPy, Pandas, Python"
FIT0541,"Docker, Flask, PyTorch, Python, R","GraphQL, Power BI, REST, SQL",Bachelors,4.3,0.0,1,0.279,"Docker, Flask, PyTorch, Python, R",0.0,0.0,0.0,5.0,"Docker, Flask, PyTorch, Python, R GraphQL, Power BI, REST, SQL"
FIT0542,"AWS, CI/CD, Java, Python, Spark","Azure, Django, Flask, Hadoop, Kubernetes, Node.js, NumPy, R, SQL, TypeScript",No Degree,4.8,0.0,0,0.294,"AWS, CI/CD, Java, Python, Spark",0.0,0.0,0.0,5.0,"AWS, CI/CD, Java, Python, Spark Azure, Django, Flask, Hadoop, Kubernetes, Node.js, NumPy, R, SQL, TypeScript"
FIT0543,"AWS, Java, Kubernetes, Node.js, Scikit-learn, TensorFlow","Flask, Linux, NumPy, R, Spark",Masters,4.8,0.0,0,0.354,"AWS, Java, Kubernetes, Node.js, Scikit-learn, TensorFlow",1.0,0.0,0.0,6.0,"AWS, Java, Kubernetes, Node.js, Scikit-learn, TensorFlow Flask, Linux, NumPy, R, Spark"
FIT0544,"AWS, GCP, Kubernetes, Node.js, R","Kubernetes, Linux, Python, TensorFlow, TypeScript",Bachelors,3.3,1.0,0,0.349,"AWS, GCP, Node.js, R",0.0,0.2,0.2,5.0,"AWS, GCP, Kubernetes, Node.js, R Kubernetes, Linux, Python, TensorFlow, TypeScript"
FIT0545,"Azure, Docker, Flask, GraphQL, Node.js, Power BI","Airflow, Django, Docker, GraphQL, Java, Pandas, PyTorch, Python, R, Spark",Masters,3.6,2.0,0,0.518,"Azure, Flask, Node.js, Power BI",1.0,0.3333333333333333,0.2,6.0,"Azure, Docker, Flask, GraphQL, Node.js, Power BI Airflow, Django, Docker, GraphQL, Java, Pandas, PyTorch, Python, R, Spark"
FIT0546,"AWS, Django, Docker, ETL, Java, JavaScript","Hadoop, Node.js, Pandas, Python, REST, SQL, TypeScript",Bachelors,3.9,0.0,0,0.267,"AWS, Django, Docker, ETL, Java, JavaScript",0.0,0.0,0.0,6.0,"AWS, Django, Docker, ETL, Java, JavaScript Hadoop, Node.js, Pandas, Python, REST, SQL, TypeScript"
FIT0547,"CI/CD, Git, Kubernetes, Python, React","AWS, Django, ETL, Power BI, PyTorch, TypeScript",Masters,7.5,0.0,0,0.435,"CI/CD, Git, Kubernetes, Python, React",1.0,0.0,0.0,5.0,"CI/CD, Git, Kubernetes, Python, React AWS, Django, ETL, Power BI, PyTorch, TypeScript"
FIT0548,"ETL, PyTorch, React, Tableau, TensorFlow","Airflow, Django, Flask, JavaScript, Kubernetes, REST, Scikit-learn, TensorFlow",Masters,5.8,1.0,1,0.484,"ETL, PyTorch, React, Tableau",1.0,0.2,0.125,5.0,"ETL, PyTorch, React, Tableau, TensorFlow Airflow, Django, Flask, JavaScript, Kubernetes, REST, Scikit-learn, TensorFlow"
FIT0549,"ETL, Flask, Power BI, PyTorch, Python","AWS, Azure, Excel, Flask, GraphQL, Hadoop, PyTorch, R, Spark, TypeScript",Bachelors,4.3,2.0,1,0.479,"ETL, Power BI, Python",0.0,0.4,0.2,5.0,"ETL, Flask, Power BI, PyTorch, Python AWS, Azure, Excel, Flask, GraphQL, Hadoop, PyTorch, R, Spark, TypeScript"
FIT0550,"GCP, Git, Hadoop, Node.js, NumPy, Pandas, SQL","Azure, Kubernetes, Pandas, Python, Scikit-learn, Spark, TypeScript",Bachelors,4.8,1.0,1,0.394,"GCP, Git, Hadoop, Node.js, NumPy, SQL",0.0,0.14285714285714285,0.14285714285714285,7.0,"GCP, Git, Hadoop, Node.js, NumPy, Pandas, SQL Azure, Kubernetes, Pandas, Python, Scikit-learn, Spark, TypeScript"
FIT0551,"CI/CD, Django, ETL, Excel, GCP, GraphQL, Java, REST","CI/CD, GraphQL, Hadoop, Kubernetes, Pandas, Power BI, R, REST, React, SQL",Bachelors,2.2,3.0,1,0.516,"Django, ETL, Excel, GCP, Java",0.0,0.375,0.3,8.0,"CI/CD, Django, ETL, Excel, GCP, GraphQL, Java, REST CI/CD, GraphQL, Hadoop, Kubernetes, Pandas, Power BI, R, REST, React, SQL"
FIT0552,"GCP, Git, Hadoop, Node.js, NumPy, Power BI, PyTorch, Spark","Airflow, ETL, Excel, Flask, GCP, Kubernetes, Python, SQL, Tableau, TypeScript",Masters,0.0,1.0,0,0.31,,1.0,0.125,0.1,8.0,"GCP, Git, Hadoop, Node.js, NumPy, Power BI, PyTorch, Spark Airflow, ETL, Excel, Flask, GCP, Kubernetes, Python, SQL, Tableau, TypeScript"
fit0553,"aws, django, graphql, hadoop, linux","aws, airflow, graphql, hadoop, kubernetes, python, typescript",masters,1.9,3.0,1,0.567,"django, linux",1.0,0.6,0.42857142857142855,5.0,"aws, django, graphql, hadoop, linux aws, airflow, graphql, hadoop, kubernetes, python, typescript"
FIT0554,"Azure, ETL, Kubernetes, Linux, Power BI, Scikit-learn, TensorFlow","Azure, CI/CD, Django, Docker, Excel, Git, Python, R, REST",Bachelors,6.1,1.0,0,0.433,"ETL, Kubernetes, Linux, Power BI, Scikit-learn, TensorFlow",0.0,0.14285714285714285,0.1111111111111111,7.0,"Azure, ETL, Kubernetes, Linux, Power BI, Scikit-learn, TensorFlow Azure, CI/CD, Django, Docker, Excel, Git, Python, R, REST"
FIT0556,"Docker, GraphQL, Kubernetes, Pandas, R, Scikit-learn, Tableau","Git, Hadoop, React, Scikit-learn",PhD,0.8,1.0,0,0.334,"Docker, GraphQL, Kubernetes, Pandas, R, Tableau",2.0,0.14285714285714285,0.25,7.0,"Docker, GraphQL, Kubernetes, Pandas, R, Scikit-learn, Tableau Git, Hadoop, React, Scikit-learn"
FIT0557,"Django, Hadoop, PyTorch, Spark, Tableau","CI/CD, Django, ETL, SQL",Bachelors,1.9,1.0,1,0.307,"Hadoop, PyTorch, Spark, Tableau",0.0,0.2,0.25,5.0,"Django, Hadoop, PyTorch, Spark, Tableau CI/CD, Django, ETL, SQL"
FIT0558,"Django, Docker, Git, Hadoop, Power BI, R, REST","CI/CD, GraphQL, Hadoop, TypeScript",Bachelors,5.3,1.0,1,0.409,"Django, Docker, Git, Power BI, R, REST",0.0,0.14285714285714285,0.25,7.0,"Django, Docker, Git, Hadoop, Power BI, R, REST CI/CD, GraphQL, Hadoop, TypeScript"
FIT0559,"Flask, Java, JavaScript, NumPy, Pandas, SQL","CI/CD, Django, ETL, Flask, R",Masters,4.8,1.0,0,0.454,"Java, JavaScript, NumPy, Pandas, SQL",1.0,0.16666666666666666,0.2,6.0,"Flask, Java, JavaScript, NumPy, Pandas, SQL CI/CD, Django, ETL, Flask, R"
FIT0560,"ETL, Node.js, Power BI, R, REST, SQL, Tableau","Excel, GCP, NumPy, PyTorch, SQL, Scikit-learn, Tableau, TypeScript",Bachelors,0.0,2.0,1,0.35,"ETL, Node.js, Power BI, R, REST",0.0,0.2857142857142857,0.25,7.0,"ETL, Node.js, Power BI, R, REST, SQL, Tableau Excel, GCP, NumPy, PyTorch, SQL, Scikit-learn, Tableau, TypeScript"
FIT0562,"Airflow, ETL, NumPy, Power BI, PyTorch, R, React","Excel, JavaScript, Kubernetes, NumPy, R, REST, SQL, Tableau",Bachelors,3.3,2.0,0,0.449,"Airflow, ETL, Power BI, PyTorch, React",0.0,0.2857142857142857,0.25,7.0,"Airflow, ETL, NumPy, Power BI, PyTorch, R, React Excel, JavaScript, Kubernetes, NumPy, R, REST, SQL, Tableau"
FIT0563,"AWS, Azure, Django, Excel, Git, Java, SQL, Spark","CI/CD, Excel, GCP, Pandas, REST, Spark",Bachelors,5.3,2.0,0,0.509,"AWS, Azure, Django, Git, Java, SQL",0.0,0.25,0.3333333333333333,8.0,"AWS, Azure, Django, Excel, Git, Java, SQL, Spark CI/CD, Excel, GCP, Pandas, REST, Spark"
FIT0564,"CI/CD, Docker, Java, R, REST, Scikit-learn, TensorFlow","Django, Git, Java, Node.js, R, REST, React",Bachelors,4.1,3.0,0,,"CI/CD, Docker, Scikit-learn, TensorFlow",0.0,0.42857142857142855,0.42857142857142855,7.0,"CI/CD, Docker, Java, R, REST, Scikit-learn, TensorFlow Django, Git, Java, Node.js, R, REST, React"
FIT0565,"Airflow, Azure, Django, Docker, ETL","ETL, Excel, GraphQL, JavaScript, Node.js, Pandas, SQL, Tableau",Bachelors,0.7,1.0,0,0.271,"Airflow, Azure, Django, Docker",0.0,0.2,0.125,5.0,"Airflow, Azure, Django, Docker, ETL ETL, Excel, GraphQL, JavaScript, Node.js, Pandas, SQL, Tableau"
FIT0566,"AWS, Airflow, Azure, NumPy, Pandas, Spark","AWS, Airflow, Django, Flask, GraphQL, Hadoop, Java, Kubernetes, Linux, PyTorch",Bachelors,7.1,2.0,0,0.563,"Azure, NumPy, Pandas, Spark",0.0,0.3333333333333333,0.2,6.0,"AWS, Airflow, Azure, NumPy, Pandas, Spark AWS, Airflow, Django, Flask, GraphQL, Hadoop, Java, Kubernetes, Linux, PyTorch"
FIT0567,"AWS, Django, GraphQL, Node.js, R, TensorFlow","Airflow, GraphQL, Hadoop, Linux, Node.js, NumPy, Power BI, Python, REST, React",Masters,2.6,2.0,1,0.488,"AWS, Django, R, TensorFlow",1.0,0.3333333333333333,0.2,6.0,"AWS, Django, GraphQL, Node.js, R, TensorFlow Airflow, GraphQL, Hadoop, Linux, Node.js, NumPy, Power BI, Python, REST, React"
FIT0568,"CI/CD, Git, Node.js, Python, SQL, TensorFlow","Azure, Django, GCP, JavaScript, PyTorch",Bachelors,5.8,0.0,0,0.324,"CI/CD, Git, Node.js, Python, SQL, TensorFlow",0.0,0.0,0.0,6.0,"CI/CD, Git, Node.js, Python, SQL, TensorFlow Azure, Django, GCP, JavaScript, PyTorch"
FIT0569,"AWS, Git, Node.js, NumPy, REST, Spark, Tableau","Java, Node.js, PyTorch, Scikit-learn, TensorFlow, TypeScript",Bachelors,2.7,1.0,1,0.331,,0.0,0.14285714285714285,0.16666666666666666,7.0,"AWS, Git, Node.js, NumPy, REST, Spark, Tableau Java, Node.js, PyTorch, Scikit-learn, TensorFlow, TypeScript"
FIT0570,"AWS, Azure, Django, ETL, Git, REST","AWS, CI/CD, Docker, Python",PhD,3.2,1.0,1,0.406,"Azure, Django, ETL, Git, REST",2.0,0.16666666666666666,0.25,6.0,"AWS, Azure, Django, ETL, Git, REST AWS, CI/CD, Docker, Python"
FIT0571,"Airflow, CI/CD, Django, Pandas, Power BI, REST, TensorFlow","AWS, CI/CD, Docker, REST, SQL",Bachelors,6.2,2.0,0,0.536,"Airflow, Django, Pandas, Power BI, TensorFlow",0.0,0.2857142857142857,0.4,7.0,"Airflow, CI/CD, Django, Pandas, Power BI, REST, TensorFlow AWS, CI/CD, Docker, REST, SQL"
FIT0572,"ETL, Flask, JavaScript, Linux, Node.js, Pandas","ETL, Flask, Kubernetes, Spark",Bachelors,3.2,2.0,1,0.446,"JavaScript, Linux, Node.js, Pandas",0.0,0.3333333333333333,0.5,6.0,"ETL, Flask, JavaScript, Linux, Node.js, Pandas ETL, Flask, Kubernetes, Spark"
FIT0573,"GCP, Git, JavaScript, Pandas, PyTorch, Python, R, Spark","Django, Excel, Node.js, PyTorch, R",Masters,3.4,2.0,1,0.512,"GCP, Git, JavaScript, Pandas, Python, Spark",1.0,0.25,0.4,8.0,"GCP, Git, JavaScript, Pandas, PyTorch, Python, R, Spark Django, Excel, Node.js, PyTorch, R"
FIT0574,"Azure, Docker, ETL, Git, GraphQL, NumPy, REST, TensorFlow","Git, Pandas, Scikit-learn, Spark",Masters,1.6,1.0,1,0.358,"Azure, Docker, ETL, GraphQL, NumPy, REST, TensorFlow",1.0,0.125,0.25,8.0,"Azure, Docker, ETL, Git, GraphQL, NumPy, REST, TensorFlow Git, Pandas, Scikit-learn, Spark"
FIT0575,"Azure, GraphQL, NumPy, Power BI, PyTorch, TypeScript","Azure, Flask, Pandas, PyTorch, REST",Masters,2.5,2.0,0,0.485,"GraphQL, NumPy, Power BI, TypeScript",1.0,0.3333333333333333,0.4,6.0,"Azure, GraphQL, NumPy, Power BI, PyTorch, TypeScript Azure, Flask, Pandas, PyTorch, REST"
FIT0576,"ETL, Excel, Flask, Java, JavaScript, Pandas","Linux, Pandas, Power BI, TensorFlow",Bachelors,7.3,1.0,0,0.469,"ETL, Excel, Flask, Java, JavaScript",0.0,0.16666666666666666,0.25,6.0,"ETL, Excel, Flask, Java, JavaScript, Pandas Linux, Pandas, Power BI, TensorFlow"
FIT0577,"Azure, Django, Docker, Hadoop, Kubernetes, Scikit-learn, Spark, TypeScript","AWS, Airflow, GCP, Linux, Python, Scikit-learn",Masters,4.7,1.0,0,0.451,"Azure, Django, Docker, Hadoop, Kubernetes, Spark, TypeScript",1.0,0.125,0.16666666666666666,8.0,"Azure, Django, Docker, Hadoop, Kubernetes, Scikit-learn, Spark, TypeScript AWS, Airflow, GCP, Linux, Python, Scikit-learn"
FIT0578,"Airflow, Azure, ETL, JavaScript, Power BI, SQL, Scikit-learn, Spark","GCP, Git, Pandas, Python, SQL, Tableau",Bachelors,3.9,1.0,0,0.367,"Airflow, Azure, ETL, JavaScript, Power BI, Scikit-learn, Spark",0.0,0.125,0.16666666666666666,8.0,"Airflow, Azure, ETL, JavaScript, Power BI, SQL, Scikit-learn, Spark GCP, Git, Pandas, Python, SQL, Tableau"
FIT0579,"AWS, Airflow, GraphQL, Kubernetes, NumPy, R","Docker, ETL, Excel, R, SQL, Tableau",Masters,0.9,,1,0.337,"AWS, Airflow, GraphQL, Kubernetes, NumPy",1.0,0.16666666666666666,0.16666666666666666,6.0,"AWS, Airflow, GraphQL, Kubernetes, NumPy, R Docker, ETL, Excel, R, SQL, Tableau"
